"cityName","currency"
"Itako, Ibaraki","Japanese yen"
"Kakogawa, Hyōgo","Japanese yen"
"Kasukabe, Saitama","Japanese yen"
"Kawachinagano","Japanese yen"
"Nagareyama","Japanese yen"
"Narashino","Japanese yen"
"Shibetsu, Hokkaido","Japanese yen"
"Susaki, Kōchi","Japanese yen"
"Naga, Wakayama","Japanese yen"
"Sakanoichi","Japanese yen"
"Okinawa (city)","Japanese yen"
"Ōmihachiman","Japanese yen"
"Ōtsu","Japanese yen"
"Akō, Hyōgo","Japanese yen"
"Chikugo, Fukuoka","Japanese yen"
"Fujioka, Gunma","Japanese yen"
"Ginowan, Okinawa","Japanese yen"
"Gojō, Nara","Japanese yen"
"Gosen, Niigata","Japanese yen"
"Hakusan, Ishikawa","Japanese yen"
"Moriguchi, Osaka","Japanese yen"
"Nihonmatsu, Fukushima","Japanese yen"
"Shibata, Niigata","Japanese yen"
"Tachikawa, Tokyo","Japanese yen"
"Tokorozawa, Saitama","Japanese yen"
"Urayasu","Japanese yen"
"Yoshinogawa, Tokushima","Japanese yen"
"Higashiōmi","Japanese yen"
"Iiyama, Nagano","Japanese yen"
"Izumisano","Japanese yen"
"Kasama, Ibaraki","Japanese yen"
"Machida, Tokyo","Japanese yen"
"Maibara, Shiga","Japanese yen"
"Masuda, Shimane","Japanese yen"
"Minamiuonuma","Japanese yen"
"Moriyama, Shiga","Japanese yen"
"Nagahama, Shiga","Japanese yen"
"Niihama","Japanese yen"
"Sennan, Osaka","Japanese yen"
"Tainai","Japanese yen"
"Takashima, Shiga","Japanese yen"
"Takehara, Hiroshima","Japanese yen"
"Tottori (city)","Japanese yen"
"Tōkamachi","Japanese yen"
"Zentsūji, Kagawa","Japanese yen"
"Ōme, Tokyo","Japanese yen"
"Bandō, Ibaraki","Japanese yen"
"Iwade, Wakayama","Japanese yen"
"Kai, Yamanashi","Japanese yen"
"Maebashi","Japanese yen"
"Midori, Gunma","Japanese yen"
"Miyawaka","Japanese yen"
"Nikkō","Japanese yen"
"Takahashi, Okayama","Japanese yen"
"Takasaki","Japanese yen"
"Tokushima (city)","Japanese yen"
"Ōgaki","Japanese yen"
"Ayabe, Kyoto","Japanese yen"
"Beppu","Japanese yen"
"Chikusei","Japanese yen"
"Chitose, Hokkaido","Japanese yen"
"Date, Hokkaido","Japanese yen"
"Fukaya, Saitama","Japanese yen"
"Habikino","Japanese yen"
"Hirado, Nagasaki","Japanese yen"
"Hirakawa, Aomori","Japanese yen"
"Hitachinaka, Ibaraki","Japanese yen"
"Ina, Nagano","Japanese yen"
"Ishikari, Hokkaido","Japanese yen"
"Izu, Shizuoka","Japanese yen"
"Kakuda, Miyagi","Japanese yen"
"Kamo, Niigata","Japanese yen"
"Kashiba, Nara","Japanese yen"
"Kinokawa, Wakayama","Japanese yen"
"Kuji, Iwate","Japanese yen"
"Ninohe, Iwate","Japanese yen"
"Owariasahi","Japanese yen"
"Sakura, Tochigi","Japanese yen"
"Setouchi, Okayama","Japanese yen"
"Shimonoseki","Japanese yen"
"Shinshiro","Japanese yen"
"Sōma, Fukushima","Japanese yen"
"Tome, Miyagi","Japanese yen"
"Tomisato","Japanese yen"
"Urasoe, Okinawa","Japanese yen"
"Yaita","Japanese yen"
"Kami, Kōchi","Japanese yen"
"Tsushima, Aichi","Japanese yen"
"Katsuyama, Fukui","Japanese yen"
"Kawanishi, Hyōgo","Japanese yen"
"Kiryū, Gunma","Japanese yen"
"Nagaokakyō, Kyoto","Japanese yen"
"San'yō-Onoda","Japanese yen"
"Suita","Japanese yen"
"Takayama, Gifu","Japanese yen"
"Tōkai, Aichi","Japanese yen"
"Unzen, Nagasaki","Japanese yen"
"Yamaga, Kumamoto","Japanese yen"
"Yasu, Shiga","Japanese yen"
"Yukuhashi, Fukuoka","Japanese yen"
"Gobō, Wakayama","Japanese yen"
"Inabe","Japanese yen"
"Kunisaki","Japanese yen"
"Minamata, Kumamoto","Japanese yen"
"Nikaho, Akita","Japanese yen"
"Rumoi, Hokkaido","Japanese yen"
"Taketa, Ōita","Japanese yen"
"Tamba, Hyōgo","Japanese yen"
"Tosu, Saga","Japanese yen"
"Tōmi, Nagano","Japanese yen"
"Uki, Kumamoto","Japanese yen"
"Yame","Japanese yen"
"Higashikurume, Tokyo","Japanese yen"
"Inagi","Japanese yen"
"Kan'onji, Kagawa","Japanese yen"
"Nishio","Japanese yen"
"Satte, Saitama","Japanese yen"
"Unnan","Japanese yen"
"Akitakata","Japanese yen"
"Bungo-Ōno","Japanese yen"
"Bungotakada, Ōita","Japanese yen"
"Chikushino, Fukuoka","Japanese yen"
"Date, Fukushima","Japanese yen"
"Gose, Nara","Japanese yen"
"Gujō, Gifu","Japanese yen"
"Hannō","Japanese yen"
"Hanyū, Saitama","Japanese yen"
"Hasuda, Saitama","Japanese yen"
"Hida, Gifu","Japanese yen"
"Hokota, Ibaraki","Japanese yen"
"Ikoma, Nara","Japanese yen"
"Imari, Saga","Japanese yen"
"Isumi","Japanese yen"
"Itoigawa","Japanese yen"
"Izunokuni","Japanese yen"
"Jōsō","Japanese yen"
"Kahoku, Ishikawa","Japanese yen"
"Kaizu","Japanese yen"
"Kamisu","Japanese yen"
"Kasai, Hyōgo","Japanese yen"
"Katori, Chiba","Japanese yen"
"Kazo, Saitama","Japanese yen"
"Kirishima, Kagoshima","Japanese yen"
"Kitamoto, Saitama","Japanese yen"
"Konan, Shiga","Japanese yen"
"Kushima, Miyazaki","Japanese yen"
"Matsuura, Nagasaki","Japanese yen"
"Mima, Tokushima","Japanese yen"
"Minokamo, Gifu","Japanese yen"
"Misato, Saitama (city)","Japanese yen"
"Miyoshi, Hiroshima","Japanese yen"
"Mizunami, Gifu","Japanese yen"
"Motosu, Gifu","Japanese yen"
"Murayama, Yamagata","Japanese yen"
"Nagai, Yamagata","Japanese yen"
"Nan'yō, Yamagata","Japanese yen"
"Nasukarasuyama","Japanese yen"
"Nichinan, Miyazaki","Japanese yen"
"Nishinoomote, Kagoshima","Japanese yen"
"Obanazawa","Japanese yen"
"Owase","Japanese yen"
"Rittō, Shiga","Japanese yen"
"Sabae, Fukui","Japanese yen"
"Saiki, Ōita","Japanese yen"
"Sakado, Saitama","Japanese yen"
"Sanda, Hyōgo","Japanese yen"
"Shibukawa, Gunma","Japanese yen"
"Shibushi, Kagoshima","Japanese yen"
"Shimotsuke, Tochigi","Japanese yen"
"Soo, Kagoshima","Japanese yen"
"Suzu, Ishikawa","Japanese yen"
"Sōsa","Japanese yen"
"Tagawa, Fukuoka","Japanese yen"
"Takaishi, Osaka","Japanese yen"
"Tarumizu, Kagoshima","Japanese yen"
"Tendō, Yamagata","Japanese yen"
"Toki, Gifu","Japanese yen"
"Tosa, Kōchi","Japanese yen"
"Tsukumi, Ōita","Japanese yen"
"Uenohara","Japanese yen"
"Ukiha, Fukuoka","Japanese yen"
"Uonuma","Japanese yen"
"Utashinai","Japanese yen"
"Yasugi, Shimane","Japanese yen"
"Yūki, Ibaraki","Japanese yen"
"Ōshū, Iwate","Japanese yen"
"Ōtake, Hiroshima","Japanese yen"
"Asakuchi","Japanese yen"
"Itoshima, Fukuoka","Japanese yen"
"Kanzaki, Saga","Japanese yen"
"Miyama, Fukuoka","Japanese yen"
"Miyoshi, Tokushima","Japanese yen"
"Sakuragawa, Ibaraki","Japanese yen"
"Tsukubamirai","Japanese yen"
"Tsuchizaki Minato, Akita","Japanese yen"
"Anan, Tokushima","Japanese yen"
"Kiyose, Tokyo","Japanese yen"
"Seki, Gifu","Japanese yen"
"Yachiyo, Chiba","Japanese yen"
"Yatomi","Japanese yen"
"Yoshikawa, Saitama","Japanese yen"
"Yotsukaidō","Japanese yen"
"Ebino, Miyazaki","Japanese yen"
"Kama, Fukuoka","Japanese yen"
"Niiza, Saitama","Japanese yen"
"Ōda, Shimane","Japanese yen"
"Ōkawa, Fukuoka","Japanese yen"
"Ōmachi, Nagano","Japanese yen"
"Ōno, Fukui","Japanese yen"
"Ōnojō","Japanese yen"
"Ōsaki, Miyagi","Japanese yen"
"Hondo, Kumamoto","Japanese yen"
"Amagi, Fukuoka","Japanese yen"
"Aqaba","Jordanian dinar"
"Ain Al-Basha","Jordanian dinar"
"Amman","Jordanian dinar"
"Madaba","Jordanian dinar"
"Al-Karak","Jordanian dinar"
"Ar-Ramtha","Jordanian dinar"
"As-Salt","Jordanian dinar"
"Jerash","Jordanian dinar"
"Mu'tah","Jordanian dinar"
"Tafilah","Jordanian dinar"
"Der Abi Saeed","Jordanian dinar"
"Ma'an","Jordanian dinar"
"Mafraq","Jordanian dinar"
"Zarqa","Jordanian dinar"
"Sahab, Jordan","Jordanian dinar"
"Wadi Al-Seer","Jordanian dinar"
"Ajloun","Jordanian dinar"
"Deir Alla","Jordanian dinar"
"Al-Quwaysimah (Jordan)","Jordanian dinar"
"Quweismeh","Jordanian dinar"
"Jubeiha area","Jordanian dinar"
"Al-Husn","Jordanian dinar"
"Souf","Jordanian dinar"
"Al-Mazar al-Shamali","Jordanian dinar"
"Irbid","Jordanian dinar"
"Kufranjah","Jordanian dinar"
"Russeifa","Jordanian dinar"
"Al Hashimiyya","Jordanian dinar"
"Dhiban, Jordan","Jordanian dinar"
"Sakib","Jordanian dinar"
"Tomiya, Miyagi","Japanese yen"
"Yōkaichiba, Chiba","Japanese yen"
"Anjara","Jordanian dinar"
"Saryshaghan","Kazakhstani tenge"
"Kentau","Kazakhstani tenge"
"Astana","Kazakhstani tenge"
"Balkhash (city)","Kazakhstani tenge"
"Esik","Kazakhstani tenge"
"Alatau, Medeu District, Almaty","Kazakhstani tenge"
"Aktau","Kazakhstani tenge"
"Almaty","Kazakhstani tenge"
"Oskemen","Kazakhstani tenge"
"Ridder, Kazakhstan","Kazakhstani tenge"
"Aktobe","Kazakhstani tenge"
"Ekibastuz City Administration","Kazakhstani tenge"
"Ekıbastūz","Kazakhstani tenge"
"Karaganda","Kazakhstani tenge"
"Karatau, Kazakhstan","Kazakhstani tenge"
"Kokshetau","Kazakhstani tenge"
"Kostanay","Kazakhstani tenge"
"Kyzylorda","Kazakhstani tenge"
"Oral, Kazakhstan","Kazakhstani tenge"
"Petropavl","Kazakhstani tenge"
"Taldykorgan","Kazakhstani tenge"
"Taraz","Kazakhstani tenge"
"Semey","Kazakhstani tenge"
"Bulayevo","Kazakhstani tenge"
"Mamlyut","Kazakhstani tenge"
"Shymkent","Kazakhstani tenge"
"Ertis, Pavlodar Region","Kazakhstani tenge"
"Talgar","Kazakhstani tenge"
"Aral, Kazakhstan","Kazakhstani tenge"
"Otrar","Kazakhstani tenge"
"Saran, Kazakhstan","Kazakhstani tenge"
"Satbayev (city)","Kazakhstani tenge"
"Tekeli, Kazakhstan","Kazakhstani tenge"
"Pavlodar","Kazakhstani tenge"
"Shakhtinsk","Kazakhstani tenge"
"Jarkent","Kazakhstani tenge"
"Nauryzbai District","Kazakhstani tenge"
"Baikonur","Kazakhstani tenge"
"Taiynsha","Kazakhstani tenge"
"Turkistan (city)","Kazakhstani tenge"
"Sayram (city)","Kazakhstani tenge"
"Shchuchinsk","Kazakhstani tenge"
"Shu, Jambyl","Kazakhstani tenge"
"Qosshy","Kazakhstani tenge"
"Jezkazgan","Kazakhstani tenge"
"Altai (city)","Kazakhstani tenge"
"Altai, Kazakhstan","Kazakhstani tenge"
"Jitiqara","Kazakhstani tenge"
"Priozersk, Kazakhstan","Kazakhstani tenge"
"Rudny, Kazakhstan","Kazakhstani tenge"
"Kaskelen","Kazakhstani tenge"
"Dostyk","Kazakhstani tenge"
"Esil","Kazakhstani tenge"
"Qonayev","Kazakhstani tenge"
"Serebryansk","Kazakhstani tenge"
"Turksib District","Kazakhstani tenge"
"Jetysu District","Kazakhstani tenge"
"Atyrau","Kazakhstani tenge"
"Arkalyk","Kazakhstani tenge"
"Aydoun","Jordanian dinar"
"Al-Shunah al-Shamalyah","Jordanian dinar"
"Sweileh area","Jordanian dinar"
"Kajiado","Kenyan shilling"
"Busia, Kenya","Kenyan shilling"
"Eldoret","Kenyan shilling"
"Homa Bay","Kenyan shilling"
"Kisumu","Kenyan shilling"
"Nairobi","Kenyan shilling"
"Kitale","Kenyan shilling"
"Nanyuki","Kenyan shilling"
"Marsabit","Kenyan shilling"
"Nyeri","Kenyan shilling"
"Mandera","Kenyan shilling"
"Nakuru","Kenyan shilling"
"Narok","Kenyan shilling"
"Tatu City","Kenyan shilling"
"Garissa","Kenyan shilling"
"Wajir","Kenyan shilling"
"Meru, Kenya","Kenyan shilling"
"Isiolo","Kenyan shilling"
"Mumias","Kenyan shilling"
"Mombasa","Kenyan shilling"
"Aksu (Pavlodar Region)","Kazakhstani tenge"
"Aksu City Administration","Kazakhstani tenge"
"Arys, Kazakhstan","Kazakhstani tenge"
"Ayagoz","Kazakhstani tenge"
"Alatau District","Kazakhstani tenge"
"Auezov District","Kazakhstani tenge"
"Batken","Kyrgyz som"
"Kayyngdy","Kyrgyz som"
"Kara-Balta","Kyrgyz som"
"Kerben, Kyrgyzstan","Kyrgyz som"
"Kyzyl-Kyya","Kyrgyz som"
"Sülüktü","Kyrgyz som"
"Bishkek","Kyrgyz som"
"Kuwait City","Kuwaiti dinar"
"Salmiya","Kuwaiti dinar"
"Jalal-Abad","Kyrgyz som"
"Naryn","Kyrgyz som"
"Osh","Kyrgyz som"
"Mailuu-Suu","Kyrgyz som"
"Mayluu-Suu","Kyrgyz som"
"Toktogul","Kyrgyz som"
"Balykchy","Kyrgyz som"
"Cholpon-Ata","Kyrgyz som"
"Karakol","Kyrgyz som"
"Kemin","Kyrgyz som"
"Kara-Suu","Kyrgyz som"
"Khaitan","Kuwaiti dinar"
"Hola, Kenya","Kenyan shilling"
"Sawabir","Kuwaiti dinar"
"Machakos","Kenyan shilling"
"Bungoma","Kenyan shilling"
"Kilifi","Kenyan shilling"
"Moyale","Kenyan shilling"
"Jabriya","Kuwaiti dinar"
"Rumaithiya","Kuwaiti dinar"
"Kakamega","Kenyan shilling"
"Naivasha","Kenyan shilling"
"Butere","Kenyan shilling"
"Lokichogio","Kenyan shilling"
"Kilaguni","Kenyan shilling"
"Vientiane","Lao kip"
"Attapeu","Lao kip"
"Pakxan","Lao kip"
"Thakhek","Lao kip"
"Salavan (city)","Lao kip"
"Luang Prabang","Lao kip"
"Kochkor-Ata","Kyrgyz som"
"Sekong","Lao kip"
"Aydarken","Kyrgyz som"
"Özgön","Kyrgyz som"
"Tokmok","Kyrgyz som"
"Shamaldy-Say","Kyrgyz som"
"Orlovka, Kyrgyzstan","Kyrgyz som"
"Shopokov","Kyrgyz som"
"Phongsali","Lao kip"
"Vang Vieng","Lao kip"
"Tash-Kömür","Kyrgyz som"
"Kara-Köl","Kyrgyz som"
"Razzakov","Kyrgyz som"
"Bazar-Korgon","Kyrgyz som"
"Aitaroun","Lebanese pound"
"Karmsaddeh","Lebanese pound"
"Bezbina","Lebanese pound"
"Al-Qalamoun","Lebanese pound"
"Monastery of Qozhaya","Lebanese pound"
"Dora, Lebanon","Lebanese pound"
"El Mina, Lebanon","Lebanese pound"
"Ain Akrine","Lebanese pound"
"Aintourine","Lebanese pound"
"Toula, Zgharta","Lebanese pound"
"Beirut","Lebanese pound"
"Mkalles","Lebanese pound"
"Helta","Lebanese pound"
"Yahchouch","Lebanese pound"
"Sebhel","Lebanese pound"
"Morh Kfarsghab","Lebanese pound"
"Aley","Lebanese pound"
"Amioun","Lebanese pound"
"Batroun","Lebanese pound"
"Hasroun","Lebanese pound"
"Jounieh","Lebanese pound"
"Marjayoun","Lebanese pound"
"Nabatieh","Lebanese pound"
"Zahlé","Lebanese pound"
"Zgharta","Lebanese pound"
"Amsheet","Lebanese pound"
"Tripoli, Lebanon","Lebanese pound"
"Jdeideh","Lebanese pound"
"Roumieh","Lebanese pound"
"Ejbeh","Lebanese pound"
"Smar Jbeil","Lebanese pound"
"Hawqa","Lebanese pound"
"Ghazzeh","Lebanese pound"
"Baakleen","Lebanese pound"
"Bsharri","Lebanese pound"
"Bteghrine","Lebanese pound"
"Mazraat el Daher","Lebanese pound"
"Kaftoun","Lebanese pound"
"Byblos","Lebanese pound"
"Sidon","Lebanese pound"
"Tyre, Lebanon","Lebanese pound"
"Antelias","Lebanese pound"
"Baalbek","Lebanese pound"
"Rabieh","Lebanese pound"
"Hammana","Lebanese pound"
"Jeddayel","Lebanese pound"
"Nabaa Al Safa","Lebanese pound"
"Symkanieh","Lebanese pound"
"Baabdat","Lebanese pound"
"Hamat","Lebanese pound"
"Ain el Safssaf","Lebanese pound"
"Arnoun","Lebanese pound"
"Beit Chabab","Lebanese pound"
"Beit Mery","Lebanese pound"
"Daraya, Zgharta","Lebanese pound"
"Daychounieh","Lebanese pound"
"Dbayeh","Lebanese pound"
"Bhairet Toula","Lebanese pound"
"Sereel","Lebanese pound"
"Serhel","Lebanese pound"
"Ghineh","Lebanese pound"
"Mazraat Yachouh","Lebanese pound"
"Kousba","Lebanese pound"
"Kamid el-Loz","Lebanese pound"
"Ouyoun","Lebanese pound"
"Zalka","Lebanese pound"
"Haret ech Cheikh","Lebanese pound"
"Chadra, Lebanon","Lebanese pound"
"Beit Yahoun","Lebanese pound"
"Bireh, Akkar","Lebanese pound"
"Ain Ebel","Lebanese pound"
"Arca in Phoenicia","Lebanese pound"
"Arqa","Lebanese pound"
"Chekka","Lebanese pound"
"Sin el Fil","Lebanese pound"
"Kfar Abida","Lebanese pound"
"Khenchara","Lebanese pound"
"Bteddine El Loqch","Lebanese pound"
"Bteddine el-Loqch","Lebanese pound"
"Mansourieh, Lebanon","Lebanese pound"
"Mar Moussa","Lebanese pound"
"MarMoussa","Lebanese pound"
"Mar Roukouz","Lebanese pound"
"Dekwaneh","Lebanese pound"
"Zawiya, Libya","Libyan dinar"
"River Cess","Liberian dollar"
"Ar Rajban","Libyan dinar"
"Zuwetina","Libyan dinar"
"Maseru","Lesotho loti"
"Monrovia","Liberian dollar"
"Tobruk","Libyan dinar"
"Tripoli, Libya","Libyan dinar"
"Murzuk","Libyan dinar"
"Buzema","Libyan dinar"
"El Bayyada","Libyan dinar"
"Nalut","Libyan dinar"
"Thaba-Tseka","Lesotho loti"
"Al Jawf, Libya","Libyan dinar"
"Bayda, Libya","Libyan dinar"
"Benghazi","Libyan dinar"
"Benghazi District","Libyan dinar"
"Ghat, Libya","Libyan dinar"
"Ras Lanuf","Libyan dinar"
"Buchanan, Liberia","Liberian dollar"
"Hun, Libya","Libyan dinar"
"Gharyan","Libyan dinar"
"Teyateyaneng","Lesotho loti"
"Yafran","Libyan dinar"
"Saclepea","Liberian dollar"
"Janzur","Libyan dinar"
"Suani Ben Adem","Libyan dinar"
"Brega","Libyan dinar"
"El Agheila","Libyan dinar"
"Misrata","Libyan dinar"
"Sabha, Libya","Libyan dinar"
"Bardia","Libyan dinar"
"Marj","Libyan dinar"
"Sidra, Libya","Libyan dinar"
"Zuwarah","Libyan dinar"
"Zintan","Libyan dinar"
"Zliten","Libyan dinar"
"Kakata","Liberian dollar"
"Surman, Libya","Libyan dinar"
"Edina, Liberia","Liberian dollar"
"Tasawah","Libyan dinar"
"Sabratha","Libyan dinar"
"Careysburg, Liberia","Liberian dollar"
"Dhour El Choueir","Lebanese pound"
"Ehden","Lebanese pound"
"Tarhuna","Libyan dinar"
"Bishmizzine","Lebanese pound"
"Hlotse","Lesotho loti"
"Quthing","Lesotho loti"
"Kafarakab","Lebanese pound"
"Fanar (Matn)","Lebanese pound"
"Fanar, Lebanon","Lebanese pound"
"Hadchit","Lebanese pound"
"Halba, Lebanon","Lebanese pound"
"Beda Fomm","Libyan dinar"
"Anfeh","Lebanese pound"
"Arbet Kozhaya","Lebanese pound"
"Jieh","Lebanese pound"
"Jwaya","Lebanese pound"
"Mazraat Al Toufah","Lebanese pound"
"Ras Maska","Lebanese pound"
"Yaroun","Lebanese pound"
"Yarze","Lebanese pound"
"Yohmor, Beqaa","Lebanese pound"
"Butha-Buthe","Lesotho loti"
"Mafeteng","Lesotho loti"
"Abu Qurayn","Libyan dinar"
"Brak, Libya","Libyan dinar"
"Jouret el ballout","Lebanese pound"
"Mrouj","Lebanese pound"
"Bakaata","Lebanese pound"
"Bane, Lebanon","Lebanese pound"
"Bnachii","Lebanese pound"
"Kfarhata Zgharta","Lebanese pound"
"Kfarfou","Lebanese pound"
"Kfarhata","Lebanese pound"
"Kfarhazir","Lebanese pound"
"Kfaryachit","Lebanese pound"
"Sultan, Libya","Libyan dinar"
"Damour","Lebanese pound"
"Kfarsghab","Lebanese pound"
"Brummana","Lebanese pound"
"Souk El Gharb","Lebanese pound"
"Beit Hanoun","Israeli new shekel"
"Bethlehem","Israeli new shekel"
"Hebron","Israeli new shekel"
"Jericho","Israeli new shekel"
"Beitunia","Israeli new shekel"
"Al-Ram","Israeli new shekel"
"As-Samu","Israeli new shekel"
"Al-Bireh","Israeli new shekel"
"Nablus","Israeli new shekel"
"Tubas (city)","Israeli new shekel"
"Beit Jala","Israeli new shekel"
"Beit Sahour","Israeli new shekel"
"Ramallah","Israeli new shekel"
"Jenin","Israeli new shekel"
"Bani Suheila","Israeli new shekel"
"Salfit","Israeli new shekel"
"Deir al-Balah","Israeli new shekel"
"Khan Yunis","Israeli new shekel"
"Bani Na'im","Israeli new shekel"
"Surif","Israeli new shekel"
"Rafah","Israeli new shekel"
"Ad-Dhahiriya","Israeli new shekel"
"Old City of Nablus","Israeli new shekel"
"Halhul","Israeli new shekel"
"Idna","Israeli new shekel"
"Qalqilya","Israeli new shekel"
"Ya'bad","Israeli new shekel"
"Qabatiya","Israeli new shekel"
"Yatta, Hebron","Israeli new shekel"
"Abasan al-Kabira","Israeli new shekel"
"Beit Hanoun","Jordanian dinar"
"Bethlehem","Jordanian dinar"
"Hebron","Jordanian dinar"
"Jericho","Jordanian dinar"
"Beitunia","Jordanian dinar"
"Al-Ram","Jordanian dinar"
"As-Samu","Jordanian dinar"
"Al-Bireh","Jordanian dinar"
"Nablus","Jordanian dinar"
"Tubas (city)","Jordanian dinar"
"Beit Jala","Jordanian dinar"
"Beit Sahour","Jordanian dinar"
"Ramallah","Jordanian dinar"
"Jenin","Jordanian dinar"
"Bani Suheila","Jordanian dinar"
"Salfit","Jordanian dinar"
"Deir al-Balah","Jordanian dinar"
"Khan Yunis","Jordanian dinar"
"Bani Na'im","Jordanian dinar"
"Surif","Jordanian dinar"
"Rafah","Jordanian dinar"
"Ad-Dhahiriya","Jordanian dinar"
"Old City of Nablus","Jordanian dinar"
"Halhul","Jordanian dinar"
"Idna","Jordanian dinar"
"Qalqilya","Jordanian dinar"
"Ya'bad","Jordanian dinar"
"Qabatiya","Jordanian dinar"
"Yatta, Hebron","Jordanian dinar"
"Abasan al-Kabira","Jordanian dinar"
"Old City of Gaza","Jordanian dinar"
"Old City of Gaza","Israeli new shekel"
"Rawabi","Israeli new shekel"
"Rawabi","Jordanian dinar"
"Maintinandry","Malagasy ariary"
"Tsiroanomandidy","Malagasy ariary"
"Andohapatsakana","Malagasy ariary"
"Antananarivo","Malagasy ariary"
"Fort-Dauphin (Madagascar)","Malagasy ariary"
"Toamasina","Malagasy ariary"
"Farafangana (district)","Malagasy ariary"
"Antotohazo","Malagasy ariary"
"Antsirabe","Malagasy ariary"
"Toliara","Malagasy ariary"
"Anjeva Gara","Malagasy ariary"
"Mahajanga","Malagasy ariary"
"Morondava","Malagasy ariary"
"Miarinarivo","Malagasy ariary"
"Vohemar","Malagasy ariary"
"Farafangana","Malagasy ariary"
"Manthimba","Malawian kwacha"
"Nsanje","Malawian kwacha"
"Lilongwe","Malawian kwacha"
"Mulanje","Malawian kwacha"
"Limbe, Malawi","Malawian kwacha"
"Blantyre","Malawian kwacha"
"Mzuzu","Malawian kwacha"
"Zomba, Malawi","Malawian kwacha"
"Thyolo","Malawian kwacha"
"Ambanja","Malagasy ariary"
"Ekwendeni","Malawian kwacha"
"Rumphi","Malawian kwacha"
"Phalombe","Malawian kwacha"
"Ambatofahavalo","Malagasy ariary"
"Ambatomanoina","Malagasy ariary"
"Ambohidrapeto","Malagasy ariary"
"Analaroa","Malagasy ariary"
"Andranonahoatra","Malagasy ariary"
"Ankaraobato","Malagasy ariary"
"Antakavana","Malagasy ariary"
"Bemasoandro","Malagasy ariary"
"Itaosy","Malagasy ariary"
"Kiangara","Malagasy ariary"
"Soalandy","Malagasy ariary"
"Tanjombato","Malagasy ariary"
"Tsaramasoandro","Malagasy ariary"
"Tsiafahy","Malagasy ariary"
"Nosy Boraha","Malagasy ariary"
"Ambodiharina","Malagasy ariary"
"Luchenza","Malawian kwacha"
"Mangochi","Malawian kwacha"
"Anosibe An'ala","Malagasy ariary"
"Chipoka","Malawian kwacha"
"Chitipa","Malawian kwacha"
"Liwonde","Malawian kwacha"
"Nkhata Bay","Malawian kwacha"
"Ipoh","Malaysian ringgit"
"Petaling Jaya","Malaysian ringgit"
"Forest City, Johor","Malaysian ringgit"
"Kamunting","Malaysian ringgit"
"Kuala Lumpur","Malaysian ringgit"
"Sibu","Malaysian ringgit"
"Lawas","Malaysian ringgit"
"Lundu, Sarawak","Malaysian ringgit"
"Kampar, Perak","Malaysian ringgit"
"Sandakan","Malaysian ringgit"
"Seremban","Malaysian ringgit"
"Alor Setar","Malaysian ringgit"
"Shah Alam","Malaysian ringgit"
"Iskandar Puteri","Malaysian ringgit"
"Lahad Datu","Malaysian ringgit"
"Ayer Keroh","Malaysian ringgit"
"Bukit Baru","Malaysian ringgit"
"Kota Bharu","Malaysian ringgit"
"Kuala Terengganu","Malaysian ringgit"
"Keningau","Malaysian ringgit"
"Kota Kinabalu","Malaysian ringgit"
"Kuantan","Malaysian ringgit"
"Kuching","Malaysian ringgit"
"Malacca City","Malaysian ringgit"
"Miri","Malaysian ringgit"
"Sungai Petani","Malaysian ringgit"
"Seberang Perai","Malaysian ringgit"
"Pasir Gudang","Malaysian ringgit"
"Simanggang","Malaysian ringgit"
"Val d'Or, Penang","Malaysian ringgit"
"Portuguese Settlement, Malacca","Malaysian ringgit"
"Tuaran","Malaysian ringgit"
"Serikin","Malaysian ringgit"
"Central George Town, Penang","Malaysian ringgit"
"George Town, Penang","Malaysian ringgit"
"Butterworth, Seberang Perai","Malaysian ringgit"
"Bukit Mertajam","Malaysian ringgit"
"City of Singapore (historical entity)","Malaysian ringgit"
"Peringgit","Malaysian ringgit"
"Subang Jaya","Malaysian ringgit"
"Bidor","Malaysian ringgit"
"Klebang","Malaysian ringgit"
"Chami, Mauritania","Mauritanian ouguiya"
"Nouadhibou","Mauritanian ouguiya"
"Gulhifalhu","Maldivian rufiyaa"
"Arafat, Mauritania","Mauritanian ouguiya"
"Dar Naïm","Mauritanian ouguiya"
"El Mina, Mauritania","Mauritanian ouguiya"
"Ksar, Mauritania","Mauritanian ouguiya"
"Malé","Maldivian rufiyaa"
"Nouakchott","Mauritanian ouguiya"
"Riyad, Mauritania","Mauritanian ouguiya"
"Sebkha, Mauritania","Mauritanian ouguiya"
"Tevragh Zeina","Mauritanian ouguiya"
"Teyarett","Mauritanian ouguiya"
"Toujounine","Mauritanian ouguiya"
"Maradhoo","Maldivian rufiyaa"
"Hulhulé","Maldivian rufiyaa"
"Hulhulé Island","Maldivian rufiyaa"
"Addu City","Maldivian rufiyaa"
"Hithadhoo (Addu)","Maldivian rufiyaa"
"Ayoun el Atrous","Mauritanian ouguiya"
"Villingili (Villimalé)","Maldivian rufiyaa"
"Zouérat","Mauritanian ouguiya"
"Barkeol","Mauritanian ouguiya"
"Thilafushi","Maldivian rufiyaa"
"Hulhudhoo (Addu)","Maldivian rufiyaa"
"Hulhumeedhoo","Maldivian rufiyaa"
"Meedhoo (Addu)","Maldivian rufiyaa"
"Narudhoo","Maldivian rufiyaa"
